Tweet,Emotion
Aisa kaise soch lete ho ap? Mtlb kaise sir? Books ka toh apki kya kehna. Kumse kum tweets krne se phle toh socho!,Sad
Sharam karo Fawad uncle..... minister ka title tum pr acha nahi lagta,Anger
"Oh please take care, and stop overthinking if you are, can tell from experience sardard ke alawa kuch ni hota. And everything will be fine.",Neutral
"Daabang ke jaise.. Please sir, film ka trailer dekhe bina kuch mat bola karo",Neutral
Jitna iss phudu ko back kia gia hai itna kisi b player ko back kia jata to aj tak runs hoty.,Anger
Ya kis ho shakta h video good information,Neutral
Nice video. Bhai ek request hai aap ka chehra batado please plz please please. Next vedio,Happy
BHAIYA AAP TENSION NA LO PURI INDIA APKE SARAH H SIRF NAKLI INDIAN CHOR KAR,Neutral
koi dost bata sakta he khe kb tk ye mobile markeet me aa raha he ore espected price kia ho gi?,Neutral
Kon kon yha comment padhne aya hae subscribe me if you are real fan of yo yo,Neutral
Amish ji aaj pure dil se salute apko,Happy
Bohat maza aye ga agar ye phone mil gya koi bata sakta hai k ye kab launch ho ga aur is me google play services hoo gi ya ni,Neutral
Mam is iftikar misgar se pucho jo ye kah rha h ki Hindustani hai. Agar Hindustani hai to POK ko azad kashmir kyu bol rahe h,Neutral
Kya kisi Congress mein himmat hai uske khilaf case Karne ki,Neutral
"Govt se shikayat krny se behtar hai ehtiyat krn takay aisi noubat na aye,paisay kamatay is virus ka shikar hony par apk ghar walo ka kia huga? Rozi zaror kamyan par ehtiyaat bhi krn.Bht se log apki laparwai se virus k sath sath bhook,elaj or bht se chezo se mehrom ho jyn gy",Neutral
i want to purchase LT PRO. koi bhai sale kerna chahta h to rabta kery. Rawalpand,Neutral
"Aisa koi CM hota hain kya ,koi streagedy hi nhin hain lockdown kholne ki ,kuch bhi khole jaa rahe hain ,kyun khol rahe hain ,mat kholo case daily a rahe hain , hospitals main koi space nhin hain ,paise kaha apni chati pe le jaoge......",Anger
AGAR COVID9 KEE SEVERITY CHUPANE K LIYE CASUALITIES CHUPAYEE YA CHUPAYEE JA RAHI HEIN TU YE OFFICIAL ANTI-PEOPLE ACT SAMAJHA JA SAKTA HEY...AUR WISDOM TU KSI SURAT INCREARING OF VIRUS MEIN LOCKDOWN EASEMENT KO SUPPORT NAHI KARTI..KOYEE LOGIC BHI NAHI.,Neutral
Bhaiya ji kuch nahi hone wala ye sab news print krane k liye h,Neutral
haar koi ha depend kya india IMF sy loan ni leta..? kya india depend nai ha apni hifazat ky liye Russia or isreal ky hathyaron py..?,Neutral
Assalam-O-alaikum. love to watch your videos .kindly ap ek video leader che guevara k bare me or uski zindagi k bare me banaye. thankyou,Happy
Yaar kya bolu mast hit song I heard this song times because it is a nice song,Neutral
"Ye pehli dafa nahi hua,ye pehle bhi ho chuka hai,or ab k p.m shukar karo students ki khushi gham ko dekh bhi lete hai, pehle to bagair kisi reason k composite papers hue the,papers ki tyyari karo koi burden nhi hai",Neutral
Alhamdullilah that I born in pakistan is mulk se toh soo gunnah acha hai pakistan insan apni marzi se net pe jo chalae koi pabandi toh nahi rakhe ga na,Neutral
bhai last scene uffffffffffffffffffffff . I m cursing k itna late song kiun sun rha hn pehle kiun nhi suna . but yr bht hi awlla,Happy
din ho gye...still on top trending ...#Stardom Of Yo Yo,Neutral
Ap Kab Apne Bare Me Video bnae gy ?? ap k bolne ka Andazz Bohat Shaista hai Aur sath me ap ki Voice Bohat Zabrdst hai. Ppl want to know Abt Uu ..,Happy
Koi sharaam haya Hy tum mi k nahi maryi khayaal mi nahi Hy q k aph haraami nasal k ho agr ABI aph ny reply Diya to % aph k maa k uper koi our Chara hoga,Anger
Bohat acha song hai ye,Happy
We are waiting honey ji..... Is time to ye lag rha tha k aap dubara set ho payenge k nahi....... But ek baar phirr se sunne ko mila..... Yo yo honey.... APKE muh se to purane din yaad aa gaye............ Ek baat or balunga........ Baap Baap hi hota h...... Rap me agar koi name h to wo...... Only n only yo yo ka....... I m happy with your Comeback,Happy
: Film waale kya ukhaad rahe hai. Iss hisaaab se tum kisi kaam ke nahi ho,Anger
Honey singh ka look kya hai yrrr Welcome back,Happy
Kia song ha waoo jis jis ko pasand aaya hit like,Happy
"I want saly my note pro. Location Main Boulevard Defence, Lahore Cantt. Contact , . Demand rs",Neutral
Kim john yun ki puri body me gadde karke lal mirch laga ke chord dena cheye aur usko ye bolna cheye agar usne mirch powder ko nikal ne ki koshish ki to uski bulli ke andar powder dalege phir uske baad in his ass hole then his eye after dat mouth then nose then after acid on his penis n inside of his bum and even staying with dirtiest pigs n eating their food like them n no drinking water at all n not even sleeping for a single second whole day sitting on a mm pointed rod n relesing bullet ants on his body n i forgot to say even giving cuts on his toung n forcefully making him to eat red chilly after that we should cut his only upper lips one ear half of his nose n one more thing is left that living on him german shepert dogs to mate with him and everyday dogs should mate with him along all this stuff removing his vidio to n let all the worlds know how amazing enjoyable korian president is taking okay bye bye,Anger
Andrew Hall ho sakta hai,Neutral
I have cs1 plus in months warranty i want to sale it plesae contact,Neutral
G blkl sahi,Happy
bhai sal ke hard wala entry aapne to bhai meri birthday me jan dal di yar thank you so much mere hone pra,Happy
Mere bhaio or behno ....hm fazool logo ko promote krte hen plz aj inn heroes ko karo jino ne hamare bacho k liay khas dramay banay ....or sorry to say all channels gand wand k kiay aap k paas time he or bacho ki intertainment k liay nae .....plz acknowledge this ....i request all authorties to do justice wid these great people...Allah help u all ameen,Neutral
Bhai...lyrics likhna muskil ho rha hai to . Let us know ..we are a bunch of people who write good lyrics I can provide them,Neutral
I m living in Germany Or may zaroor jao ga yaha or information lu ga ya such ha ya Johoot,Neutral
Suna tu yah jitnay stars hay flag may utni states,Neutral
I hate u Anuj Singh....tum kisi kpyar k layak nhi,Anger
"Iss bar maza nahi aaya sir , your previous song is better than this one, sorry I don't want to offend anyone this is my personal opinion. May be your opinion is different than me.",Neutral
: #Ertugral When someone says :. Ertugrul acha drama nhi hai. Pakistani awaam:,Neutral
Sir ji . Kiya baat hai kamal ho ap to Apne kinse ummid karli sir year ho gaye ? Election main apne dekha ho ga Kahan ye kha rahe the and aaj unke paas dikhayi de rahe hain kiya yaa unke haq main baat kar rahe hain kiya ?,Anger
i will also become a brave soldier of this soil. inshallah! naarai takbeer allah ho akbar pakistan zindaabad,Happy
Views badh nehi raha hai,Neutral
china tha prepare inches ka nikl gya telll kro surgical strick ab to dikhao khe.... pakistan k naam pr krte ho politics dikhao barabari wale se male... yu to log keh rhe bhatk gy Nepal... kro usko kaabu me theek kro jisne bigada khel...,Anger
Bahut acha kaam kia police ne,Neutral
That's good. No problem. Mai to apani aap ki facts se anjan samaj baitha tha,Neutral
Good work Bhai apni videos ki collection pe bhi video banye k kaise ap ny yeh kam start kia.or ap ki motivation ki ha.,Neutral
Dilliwaliye song neha kakkar ka be suno,Neutral
Look bht fit ha Good battery timing ha ma sale Krna chta ho mj as gir gya ha screen toot gain ha koi Lena chta ho tu btye full box ha,Neutral
Sir aoa Papr ka kia bna ab hongy ya nai agar nai hony to promotion hogyi...? agar promotion honi ha tu notification kab issue ho gya...?,Neutral
hayye main khush hou ya excited because the way shehnanaz and jassi song is still trending on rd no. and tere bin is on nd no. i think sallu sir bhi jante honge that sana ka song bhi a rha hain ko nd he wud be happy because he really wants her to reach heights of sucess,Happy
agar ksi nay infinix zero5 tak sale kerna ho tu rabta karein lahore.,Neutral
Hoti hain but start krne ka time agye hai life ka woh phase,Neutral
Kuch bhi? Sorry bolne ke baad bhi comment. Sir always respected you as a cricketer. This politics is taking away ur charm in the dream of becoming next Delhi CM.. kitni attention chaiye aapko??,Anger
"Abhijit Sawant, the first Indian Idol winner was such a good singer yaar... kya hua uska aage?",Neutral
And one more thing to add CCTV cameras mai audio nhi hoti,Neutral
Sir Cyber cell sirf phone karke warning de deta hai to delete d tweets. What's required is a defamation suit only den these fake news spreaders will learn to be in their limits.Hope u r able to take stricter action next time.,Neutral
: Ye jo WHO VISIT YOUR PROFILE wali website h na.. Khud hi update kr raha hai links Twitter acc pr.. Dekho sbke acc pr u,Neutral
Is gane ko Famous krne k liye Tik tok pr vedio banao yr sab log,Neutral
"Jab insaaf denay walay sazshyon kay sath mil jaein to ye hee hal nazar aata hai, sazhyon nay Fatima jinah ko, Zulifqar Bhotto ko balkay aaj tak aanay walay kesi civilian leader ko nahi chora en ka myaar sirf en kay agay jhuk kar rahnay ka hai phir chahey jo marzi karo.",Neutral
Yeh flowchart nahi hai kiu. This is a tree representation of a parent species distributed into branches.,Neutral
"PM sahib aap say ek bahut zaroori guzarish hay kih gulshan e hadeed,bin qasim town,Karachi,main peenay k pani ke bahut kami hay tu doosri taraf tanker bher rahay hain aor cars wash ho rahe hain.Pakistan Steel Management kahan hay? Itni na insafi kion?",Anger
"Arrey bhai unke politicians bikey hue hain, log toh achhey hi hain",Anger
Agar kasi kay pass is ka board hai to please cont me,Neutral
Kya bat hai sir,Neutral
Is gaane ki har ek lyric mehsoos ki jaa skti h ......hats off to you ammy ji .......sach me aapne Hume rone par majboor kar Diya......and that hrt touching seen of sargun Mehta was gr8 .......hit like all these,Happy
Bhayi follow kia hai follow bick_ #FollowJUITeam,Neutral
Kyu pyar krein bolo ? Hindu Sikh Isai Ahmadi Baloch Pashtun Hazara Siya Kashmiriyo Muhaziro Sindhiyo or Afghaniyo k QATAL krne pr ? Ya unke ghar jalane par..? Ya unki BAHUT betiyon ki izzat barbad krne pr? Jabran convert krne pr? Ya jabaran nikah krne pr? Ya terrorism krne pr?,Anger
"I accidentally sang, Mere Baad Kisko Sataogey, infront of my mom today. And she replied immediately, kyu kaha ja rahi ho Lockdown hai abhi! Mom: Me: Still in shock #Lockdown4 #PMModi #8BajeModiJiSwagatHai #yehlambachalega",Happy
I'm Waiting Full Song Kon Kon Excited Hai Batao Jaldi YYo Fans,Happy
Ok here we go Sahiwal Incident Zardari free Noora free Billion dollar corruption money in pipeline Loan inquiry commission sleeping Etc etc Buck stops at Khan. To be honest pichli hakomat bhi aisy hi chalti thien yeh bhi waisy hi ja rhy hain. Playing summary summary.,Anger
Bhai kya music hai boss,Happy
Kabhi to gov se bhi question puch lo madam ...... rahul satta me nahi h ... Jo h unse pucho question ki kya ye . locldown real me lockdown h ? ... Ye sirf naam k lockdown h ?,Neutral
Koi hai Jo ye ganna abhi b sunta hai?? If yes hit like,Neutral
Right...Insan ko apni okat ka andaza mostly kisi ek bat se e ho jata hai...,Neutral
bro kindly pehly salaam kiya kro phr hello kiya kro... thats just a thing that i dont like in your video... otherswise u are superb,Neutral
"Mujhe Q Mobile S5 Dead chaiye agar kisi k paas ho tou is number par rabta kre , Rawalpindi",Neutral
"Ye Pakistan ISI ka permanent troller hai. Har Indian account par tweet karta hai, isi se iske Ghar ka chulha jal raha hai. Ise footage mat do. You can ignore.",Neutral
My favourite line akhan nu milake Dil jea lake guru na kare Hera pheriya.....,Neutral
Assalawalekum sir....mujhe apke videos Bahot ache lagte hai. Great job sir,Happy
name kesa rakha jesy koi kutta bhonkny lga hai bhai limit may reh jo keera hai na nikal ky rakh dain gy bss aaj ky bad pakistan ky bary na boli i love india bss tm jesoo sy nafrat hai,Anger
Rona aa gya ye song dekh kar ....... kismat ...... nice song..... heart touching song. ....,Sad
"Oyee takle, Kal ka Indian army ka clarification to dekh leta be. Tmhri tarah nhi hai hmari Indian army samjha be hutiye. Songs chori kya band hua tumhra, tum to spineless ho gaye Takle.",Anger
: Karachi ki smart phone market mein smart lockdown,Neutral
Bhai aik like from you PLEASE. lease,Neutral
Yar ap aur to na he aisi bahaduri dikhaya kro... Akheer level k besharam ho ap dono to.,Anger
Qaiser bhai ye kis jagha sy new mil raha hai,Neutral
Aur aise teacher aur school ka kya kare. Fee nahi di toh online class group se exit kar diya.,Neutral
Kisan ko b Natiya gali beij dein ...or Gandam pr es arsto ko lga dein or Allah kry arsto ki wo khaas wali jaga jaly..Samma news khe chuka h k wo news fake thi,Anger
Modi aapka role model hai usne bharat ke liye bahot acche kadam uthaaye hai ..ab tumhara asli rang baaher nikal raha hai,Anger
"Kyon kejriwal toh khila raha hai sabko, kahan se mar jayenge.",Neutral
Meri aakhri umeed tuti thi par main Nahi toota join I will be the best mom I will be the best,Sad
Sir Ye Ninth Walo Ka Kia Bany Gha Sir Plzzz Reply Un K Liye Bhi KOi Acha Faisla Kary Plz Sir Ye th Me Composite Exam Acha Nahi He Ninth Walo K Liye,Neutral
Sahi baat hai bhai jinki aukad nahi hoti wo dusron ke chehre laga ke baat karta hai. Waise bhi ye koi Halwa hai jise apni pahchan batane me sharm or lajja ati hai.,Anger
#IRCTC Ab ya new chutiyapa kya hai trains found,Anger
"Separate post daal do bhai, sonu sir ko tag karke, unka dhyan comments section me thoda kum jata ha lekin tagged post ko pakka dekhenge or sabko ghar bhejenge sir",Neutral
bc pemra ko kuch na kehna... Mujra karwao har tv channel pay... Dabbu b,Anger
Woh kia hai team should visit this,Neutral
Best mobile \udd\uded Smart look...Brilliant Camera...Superb Storage.... Excellent Charging...Overall best phone....just issue iska back cover nh mil ra...Baqe Sab Excellent Ha \udd\uded,Happy
Sir apne to Dil jeet liya apke liye Dil se Huge respect hai,Happy
Afrin g Mene Suna hai aaj to rone dhone se bharpur darama ho ga gareeb bhaiyo k liye.,Neutral
Follow Kare back aaj hee karunga thoda late kyun ke limit khatam hai please,Neutral
Matlb ab Japan me hagny ke liye bhi you need to be educated,Neutral
#SSC_RESULT_WITHOUT_UFM Aap chronology samajhiye.. IBPS result declare kr dega.. Upsc bhi exam date nikal dega.. Cbse bhi borad exam medical entrance kra legi.. Par SSC soya rahega,Anger
Bhai ap apna dmagii ilaj kerwain phir ap corruption ko corruption smj jyn gyn,Anger
In madam ke husband bhi MLA hai Congress party SE. (SBS NAGAR PUNJAB ),Neutral
ufff.... i'll lost my brain cells... arguing with you..... bs tum ne theek kehti ho jo b kehti ho...,Neutral
Bhoot bhoot ache hai ye vedio bhoot ache aisa b aur vedios banawo bhoot ache hai vedio and thanks to reality tv,Happy
Guru is no doubt best singer but iss song me maza nhi aaya I know mehnat lgti hai bhot I appreciate their work buy ye song pasand nhi aaya,Neutral
Trailer abhi se M Views tho song kitne views honge Huge fan following of Yo Yo,Neutral
Bhaai suno HATERS...pata hai mujhe Tumhe hoga HANGOVAR tabhi pele se hi NIMBU meri jeb me pade. .like,Neutral
Bhai worlds most expencive divorce cases par bhi plz video banain,Neutral
Jio jio honey singh all freinds like coment or share kare,Neutral
Ya to Pakistan main job ke excess itni ho k koi vacancy avail na krna chahy to in retired persons ko offer ke Jaye ...khawah wo Kisi b department sy ho,Neutral
mojhy infinix zero plus ki bntry zrorat hi jis k pass dead mbile ho mjh sy rabta kro main munasib qemat do ga or mojhy charging strip bi chahy,Neutral
Isme kaise diffrenciate krnge bhai kaun sirf naam se muslim hai?? mera sawal bs itna hai....but haan mujhe kisi muslim se kbhi koi pareshani nhi hui hai...,Neutral
#Expose_Qadyani_ProMinisters oye bhai rabwah time qadiyanion ka Twitter account hai un qadiyanion ney jin jin minister ko follow kiya hai aur sarey qadiyanion kay supporter,Neutral
